ID,best_name,in_rerun,in_final,rerun_best_name_prob,final_best_name_prob,rerun_best_common_prob,final_best_common_prob,difference_score,status
33238004,MetaTropismDB,False,True,,0.996033907,,0.996033907,,unique_to_final
33079988,DKK,False,True,,0.987769703,,0.987769703,,unique_to_final
27789704,KERIS,False,True,,0.998085916,,0.998085916,,unique_to_final
32026396,BSM-Arc,False,True,,0.996515274,,0.996515274,,unique_to_final
24428872,GuavaH,False,True,,0.995271742,,0.995271742,,unique_to_final
"22102583, 29136208, 31696236",MPD,False,True,,0.996881326,,0.996881326,,unique_to_final
21507258,PheMaDB,False,True,,0.986041546,,0.986041546,,unique_to_final
26005672,SPECTRA,False,True,,0.996715844,,0.996715844,,unique_to_final
30184150,TRCirc,False,True,,0.998382151,,0.998382151,,unique_to_final
23993619,aFiSh,False,True,,0.991861537,,0.991861537,,unique_to_final
30614601,UVEOGENE,False,True,,0.992076588,,0.992076588,,unique_to_final
34164644,HFBD,False,True,,0.994234284,,0.994234284,,unique_to_final
23378291,PhenoDB,False,True,,0.997127712,,0.997127712,,unique_to_final
28708831,biochem4j,False,True,,0.994090736,,0.994090736,,unique_to_final
31512145,ZIKAVID,False,True,,0.995752037,,0.995752037,,unique_to_final
27493549,LigandBox,False,True,,0.997803092,,0.997803092,,unique_to_final
30445567,OncoBase,False,True,,0.998138845,,0.998138845,,unique_to_final
32190163,PLSD,False,True,,0.991903663,,0.991903663,,unique_to_final
30985146,ProteinExplorer,False,True,,0.992175162,,0.992175162,,unique_to_final
"29036351, 23094086",miRandola,False,True,,0.990178049,,0.990178049,,unique_to_final
27553277,Cysteinome,False,True,,0.994982839,,0.994982839,,unique_to_final
33221926,HumanMetagenomeDB,False,True,,0.983011484,,0.983011484,,unique_to_final
26656948,MG-RAST,False,True,,0.996288791,,0.996288791,,unique_to_final
23951158,FmMDb,False,True,,0.998117232,,0.998117232,,unique_to_final
"23093600, 25326323, 27651457, 29846728, 30247620, 33068428, 29351546",CTD,False,True,,0.997465014,,0.997465014,,unique_to_final
34927675,CRPMKB,False,True,,0.995024562,,0.995024562,,unique_to_final
22084200,AH-DB,False,True,,0.99563925,,0.99563925,,unique_to_final
28529078,HCSGD,False,True,,0.997187793,,0.997187793,,unique_to_final
30057343,MCENet,False,True,,0.991767049,,0.991767049,,unique_to_final
27148975,SpinachDB,False,True,,0.997738004,,0.997738004,,unique_to_final
"30380072, 25399422",LncRNA2Target,False,True,,0.983380377,,0.983380377,,unique_to_final
25414355,rrnDB,False,True,,0.994640529,,0.994640529,,unique_to_final
22833525,RedoxDB,False,True,,0.996839046,,0.996839046,,unique_to_final
27789702,Cistrome,False,True,,0.987228572,,0.987228572,,unique_to_final
33685383,MAPslnc,False,True,,0.99292849,,0.99292849,,unique_to_final
34025933,AddictGene,False,True,,0.997377753,,0.997377753,,unique_to_final
27436239,GlycoGAIT,False,True,,0.980752434,,0.980752434,,unique_to_final
28888135,STRSeq,False,True,,0.99774313,,0.99774313,,unique_to_final
31598702,VISDB,False,True,,0.994756818,,0.994756818,,unique_to_final
24081580,3did,False,True,,0.997478525,,0.997478525,,unique_to_final
22621612,C-GATE,False,True,,0.988704075,,0.988704075,,unique_to_final
25262355,NrichD,False,True,,0.996541321,,0.996541321,,unique_to_final
21624162,KUPKB,False,True,,0.995265484,,0.995265484,,unique_to_final
22075996,SNPeffect,False,True,,0.994509757,,0.994509757,,unique_to_final
34729303,MCDB,False,True,,0.984939098,,0.984939098,,unique_to_final
"31696235, 26582919",MGnify,False,True,,0.997318149,,0.997318149,,unique_to_final
26631432,HDI,False,True,,0.979960263,,0.979960263,,unique_to_final
29106599,ASpedia,False,True,,0.996890545,,0.996890545,,unique_to_final
28203705,Pln24NT,False,True,,0.996295124,,0.996295124,,unique_to_final
27616775,PGD,False,True,,0.98055391,,0.98055391,,unique_to_final
23220571,SM2miR,False,True,,0.988238767,,0.988238767,,unique_to_final
"31642470, 22067452, 24194605, 29069413",WormBase,False,True,,0.99719429,,0.99719429,,unique_to_final
25489177,RiceQTLPro,False,True,,0.997575998,,0.997575998,,unique_to_final
23203877,NPACT,False,True,,0.997277677,,0.997277677,,unique_to_final
30858555,MorCVD,False,True,,0.99740231,,0.99740231,,unique_to_final
29216377,PeachVar-DB,False,True,,0.993295565,,0.993295565,,unique_to_final
23161695,eProS,False,True,,0.996275544,,0.996275544,,unique_to_final
26519912,eHALOPH,False,True,,0.997677743,,0.997677743,,unique_to_final
"27987179, 24194597",PPDB,False,True,,0.988334405,,0.988334405,,unique_to_final
27515824,Ricebase,False,True,,0.991965771,,0.991965771,,unique_to_final
"26673716, 30357350, 33125078, 24288371",Pfam,False,True,,0.990840673,,0.990840673,,unique_to_final
33984507,HisPhosSite,False,True,,0.988221288,,0.988221288,,unique_to_final
23798489,eFG,False,True,,0.989360213,,0.989360213,,unique_to_final
29989091,RicyerDB,False,True,,0.99671818,,0.99671818,,unique_to_final
25404132,DoGSD,False,True,,0.996389866,,0.996389866,,unique_to_final
33211851,WikiPathways,False,True,,0.994370461,,0.994370461,,unique_to_final
23071556,MK4MDD,False,True,,0.993700966,,0.993700966,,unique_to_final
"24885522, 27924020, 33219661",LincSNP,False,True,,0.997198164,,0.997198164,,unique_to_final
33554247,PMI-DB,False,True,,0.978619933,,0.978619933,,unique_to_final
"32472030, 25841437",dbPSP,False,True,,0.99289383,,0.99289383,,unique_to_final
26946289,dbPEC,False,True,,0.996957302,,0.996957302,,unique_to_final
31094220,AmyCo,False,True,,0.988337398,,0.988337398,,unique_to_final
25224438,Tea Metabolome database,False,True,,0.978793991,,0.973765627,,unique_to_final
24525374,lncRNAMap,False,True,,0.98099345,,0.98099345,,unique_to_final
27010073,dbPAF,False,True,,0.997537851,,0.997537851,,unique_to_final
33045751,LncExpDB,False,True,,0.998109341,,0.998109341,,unique_to_final
29531263,IMPPAT,False,True,,0.988455057,,0.988455057,,unique_to_final
