extracted_name,baseline_name,match_type,is_match,score,reasoning,extracted_long,extracted_url,extracted_domain,baseline_url,baseline_domain,same_domain,edit_distance,url_similarity,confidence
DIPOS,dibs,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Database of Interacting Proteins in Oryza Sativa,,,http://dibs.enzim.ttk.mta.hu,mta.hu,False,2.0,0.0,LOW
PlantPReS,plantpis,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Plant Proteome Response to Stress Database,http://www.proteome.ir,proteome.ir,http://www.plantpis.ba.itb.cnr.it,cnr.it,False,2.0,0.3,LOW
PeMtb,pe-db,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Peptide Mycobacterium Tuberculosis Database,http://www.pemtb-amu.org,pemtb-amu.org,http://pedb.vib.be,vib.be,False,2.0,0.33,LOW
MitiGate,mirgate,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Mitigation Gateway Database,,,"http://mirgate.bioinfo.cnio.es, http://mirgate.bioinfo.cnio.es/API","cnio.es, http:",False,2.0,0.0,LOW
YeasTSS,yeastip,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Yeast Transcription Start Site Database,http://www.yeastss.org,yeastss.org,http://genome.jouy.inra.fr/yeastip,inra.fr,False,2.0,0.26,LOW
ePGA,epd,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Electronic Pharmacogenomics Assistant,http://www.epga.gr/,epga.gr,http://epd.epfl.ch,epfl.ch,False,2.0,0.33,LOW
tcTKB,tcdb,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Targeted Cancer Toxicity Knowledge Base,,,http://www.tcdb.org,tcdb.org,False,2.0,0.0,LOW
NeuroPAL,neuropep,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Neuronal Polychromatic Atlas of Landmarks,,,http://isyslab.info/NeuroPep,isyslab.info,False,2.0,0.0,LOW
BioR,bind,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Biological Reference Repository,http://bioinformaticstools.mayo.edu,mayo.edu,http://download.baderlab.org/BINDTranslation,baderlab.org,False,2.0,0.25,LOW
IPCT,ipgb,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Integrated Pharmacogenomic Platform of Cancer Tissues,http://ipct.ewostech.net,ewostech.net,http://www.igb.cnr.it/ipgb,cnr.it,False,2.0,0.12,LOW
cpnDB,cpd,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Chaperonin Database,http://www.cpndb.ca,cpndb.ca,http://www.ebi.ac.uk/fg/sym,ac.uk,False,2.0,0.17,LOW
ToxicoDB,toxindb,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Toxicogenomics Database,,,http://www.rxnfinder.org/toxindb,rxnfinder.org,False,2.0,0.0,LOW
ODFM,odcs,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Omics Data from Fermented Foods Microorganisms,,,http://csbg.cnb.csic.es/odcs,csic.es,False,2.0,0.0,LOW
HRRD,hrgrn,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,HPV-RNA Regulatory Database,http://www.hmuhrrd.com/HRRD,hmuhrrd.com,http://plantgrn.noble.org/hrgrn,noble.org,False,2.0,0.3,LOW
NDDN,ndb,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Neuroinformation Database for Developing Networks,,,http://ndb.rice.edu,rice.edu,False,2.0,0.0,LOW
ACToR,acsr,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Aggregated Computational Toxicology Resource,,,http://acsr.ucsf.edu,ucsf.edu,False,2.0,0.0,LOW
STEPdb,stagdb,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Subcellular Topologies of E. coli Polypeptides Database,,,http://coralsnp.science.psu.edu/galaxy,psu.edu,False,2.0,0.0,LOW
COMODI,commode,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Computational Model Differences Ontology,http://comodi.sems.uni-rostock.de/,uni-rostock.de,http://commode.i-med.ac.at,ac.at,False,2.0,0.4,LOW
CLC2,cld,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Cancer LncRNA Census,,,http://www.chineselexicaldatabase.com,chineselexicaldatabase.com,False,2.0,0.0,LOW
HGVA,hgpd,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Human Genome Variation Archive,,,http://www.HGPD.jp,hgpd.jp,False,2.0,0.0,LOW
GeneCaRNA,genecards,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Gene-centric RNA Database,,,http://www.genecards.org,genecards.org,False,2.0,0.0,LOW
ANSH,andb,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Alzheimer Neuroimaging Spectroscopic Hub,,,http://arecanut.icmr.org.in,org.in,False,2.0,0.0,LOW
EDGAR,edr,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Efficient Database framework for comparative Genome Analyses using BLAST score Ratios,http://edgar3.computational.bio,computational.bio,http://edr.research.bcm.edu,bcm.edu,False,2.0,0.32,LOW
virusMED,virusms,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Viral Protein Hotspots Atlas,https://virusmed.biocloud.top,biocloud.top,http://virusms.erc.monash.edu,monash.edu,False,2.0,0.42,LOW
IrGO,ird,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Iranian Traditional Medicine General Ontology,http://ir-go.net/,ir-go.net,http://www.fludb.org,fludb.org,False,2.0,0.22,LOW
FishTEDB,fishdb,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Fish Transposable Elements Database,http://www.fishtedb.org/,fishtedb.org,http://fishdb.ihb.ac.cn,ac.cn,False,2.0,0.5,LOW
CFDB,cfgp,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Cystic Fibrosis Database,http://www.inetflow.it/CFDB,inetflow.it,http://cfgp.snu.ac.kr,ac.kr,False,2.0,0.13,LOW
EDEn,eddb,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Electroceutical Design Environment Database,,,http://eddb.cbi.pku.edu.cn,edu.cn,False,2.0,0.0,LOW
Pheno4J,phenom,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Gene to Phenotype Graph Database,,,http://phenom.ccbr.utoronto.ca,utoronto.ca,False,2.0,0.0,LOW
ENSAT,ena,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,ENSAT Adrenal Cancer Registry,,,http://www.ebi.ac.uk/ena,ac.uk,False,2.0,0.0,LOW
SPRD,spwp,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Surface Plasmon Resonance Database,http://www.sprdatabase.info,sprdatabase.info,http://www.seed-proteome.com,seed-proteome.com,False,2.0,0.42,LOW
POS,podc,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Personalized Oncology Suite,http://www.icbi.at/POS,icbi.at,http://bioinf.mind.meiji.ac.jp/podc,ac.jp,False,2.0,0.36,LOW
dBBQs,dbtss,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Database of Bacterial Quality Scores,http://arc-gem.uams.edu/dbbqs,uams.edu,http://dbtss.hgc.jp,hgc.jp,False,2.0,0.12,LOW
ZFAP,zfin,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Zebrafish Anatomy Portal,http://www.zfap.org,zfap.org,http://zfin.org,zfin.org,False,2.0,0.75,LOW
CCDBT,ccnet,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Collaborative Chemistry Database Tool,,,http://structuralbiology.cau.edu.cn/gossypium,edu.cn,False,2.0,0.0,LOW
DSA,dsld,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Digital Slide Archive,,,http://dsld.nlm.nih.gov/dsld,nih.gov,False,2.0,0.0,LOW
PNC,pnrd,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Philadelphia Neurodevelopmental Cohort,,,http://structuralbiology.cau.edu.cn/PNRD,edu.cn,False,2.0,0.0,LOW
BIP,bind,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Brassica Information Portal,,,http://download.baderlab.org/BINDTranslation,baderlab.org,False,2.0,0.0,LOW
POJ,podc,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Portal of Juglandaceae,,,http://bioinf.mind.meiji.ac.jp/podc,ac.jp,False,2.0,0.0,LOW
PCxN,pcpd,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Pathway Coexpression Network,http://pcxn.org/,pcxn.org,http://p450.biodesign.ac.cn,ac.cn,False,2.0,0.21,LOW
BSE,bsrd,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Basis Set Exchange,,,http://kwanlab.bio.cuhk.edu.hk/BSRD,edu.hk,False,2.0,0.0,LOW
AIR,aicd,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Atlas of Inflammation Resolution,https://air.bio.informatik.uni-rostock.de,uni-rostock.de,http://956023.ichengyun.net/AICD/index.php,ichengyun.net,False,2.0,0.14,LOW
PHND,phin,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Pashtu Handwritten Numerals Database,,,http://cadd.pharmacy.nankai.edu.cn/phin,edu.cn,False,2.0,0.0,LOW
CNE,cnvd,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Coronavirus Network Explorer,https://digitalinsights.qiagen.com/coronavirus-network-explorer,qiagen.com,http://bioinfo.hrbmu.edu.cn/CNVD,edu.cn,False,2.0,0.3,LOW
MARA,masi,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Multiple Antibiotic Resistance Annotator,http://mara.spokade.com,spokade.com,http://www.aiddlab.com/MASI,aiddlab.com,False,2.0,0.38,LOW
FERN,fed,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Fern Ethnomedicinal Plant Database,,,http://www.bioacademy.gr/bioinformatics/projects/ProteinFusion/index.htm,bioacademy.gr,False,2.0,0.0,LOW
Hemap,hetop,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Hematologic Malignancy Map,,,http://hetop.eu,hetop.eu,False,2.0,0.0,LOW
EWET,ewas,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Echinococcus Genetic Analysis Collection,,,http://bigd.big.ac.cn/ewas/datahub,ac.cn,False,2.0,0.0,LOW
SWO,swmd,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Software Ontology,http://softwareontology.wordpress.com,wordpress.com,http://www.swmd.co.in,co.in,False,2.0,0.3,LOW
HVP,hvdb,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Human Variome Project,http://www.humanvariomeproject.org,humanvariomeproject.org,http://hvdb.dqweilab-sjtu.com/index.php,dqweilab-sjtu.com,False,2.0,0.18,LOW
HBS,hbfp,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Healthy Brain Study,https://www.healthybrainstudy.nl/en/data-and-methods/access,healthybrainstudy.nl,http://bmbl.bmi.osumc.edu/HBFP,osumc.edu,False,2.0,0.06,LOW
GREAT,greg,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Genome Regulatory Architecture Tools,https://absynth.issb.genopole.fr/GREAT,genopole.fr,http://mora-lab.github.io/projects/greg.html,github.io,False,2.0,0.3,LOW
TM-MC,tmrec,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Traditional Medicine Materials and Compounds,,,http://bioinfo.hrbmu.edu.cn/TMREC,edu.cn,False,2.0,0.0,LOW
TeSS,teaas,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Training eSupport System,https://tess.elixir-europe.org,elixir-europe.org,http://www.teaas.cn/index.php,teaas.cn,False,2.0,0.27,LOW
NPRDD,npcdb,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,National Platform for Rare Diseases Data Registry,,,http://npcdb.snu.ac.kr,ac.kr,False,2.0,0.0,LOW
STEP,strap,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Safety and Toxicity of Excipients for Paediatrics,,,http://strap.nci.nih.gov,nih.gov,False,2.0,0.0,LOW
PMDM,pmbd,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Portal of Medical Data Models,https://medical-data-models.org,medical-data-models.org,http://pmbd.genome-mining.cn/home,genome-mining.cn,False,2.0,0.24,LOW
CEDAT,cega,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Complex Emergency Database,,,http://cega.ezlab.org,ezlab.org,False,2.0,0.0,LOW
KRKB,krgdb,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Korean Rare Disease Knowledge Base,http://www.snubi.org/software/raredisease/,snubi.org,http://coda.nih.go.kr/coda/KRGDB/index.jsp,go.kr,False,2.0,0.25,LOW
mirCoX,mirex,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,miRNA-mRNA Expression Correlations Database,http://wrenlab.org/mirCoX/,wrenlab.org,http://www.combio.pl/mirex,combio.pl,False,2.0,0.36,LOW
EOL,eogd,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Encyclopedia of Life,http://eol.org,eol.org,http://ciliates.ihb.ac.cn/database/home,ac.cn,False,2.0,0.1,LOW
BRM,brad,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Bioinformatics Resource Manager,http://www.sysbio.org/dataresources/brm.stm,sysbio.org,http://brassicadb.org/brad,brassicadb.org,False,2.0,0.39,LOW
OTUX,otd,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,V-region Specific OTU Database,,,http://www.eumicrobedb.org/transcripts,eumicrobedb.org,False,2.0,0.0,LOW
FORUM,foam,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Forum for Relationships in Unified Metabolomics,https://forum-webapp.semantic-metabolomics.fr,semantic-metabolomics.fr,http://portal.nersc.gov/project/m1317/FOAM,nersc.gov,False,2.0,0.08,LOW
iMonDB,imtrdb,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Instrument Monitoring Database,,,http://bioinfodbs.kantiana.ru/ImtRDB,kantiana.ru,False,2.0,0.0,LOW
ReCCaP,remap,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Repository for Caribbean Cancer Publications,,,http://remap.univ-amu.fr,univ-amu.fr,False,2.0,0.0,LOW
PRED+CT,predicts,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Patient Repository for EEG Data plus Computational Tools,,,http://www.predicts.org.uk,org.uk,False,2.0,0.0,LOW
UnoViS,univio,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Unobtrusive Vital Signs Database,,,http://univio.psc.riken.jp,riken.jp,False,2.0,0.0,LOW
DABAM,daa,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Database of X-ray Mirrors Metrology,,,http://ageing-map.org,ageing-map.org,False,2.0,0.0,LOW
TsTKb,tsdb,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Target-Specific Toxicity Knowledgebase,,,http://tsdb.cbi.pku.edu.cn,edu.cn,False,2.0,0.0,LOW
PIIP,pina,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Pathology Image Informatics Platform,http://pathiip.org,pathiip.org,http://cbg.garvan.unsw.edu.au/pina,edu.au,False,2.0,0.11,LOW
SOLID,soytd,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Similar Object and Lure Image Database,,,http://artemis.cyverse.org/soykb_dev/SoyTD,cyverse.org,False,2.0,0.0,LOW
miRFANs,mirtrans,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,MicroRNA Function Annotation System,,,"http://mcube.nju.edu.cn/jwang/lab/soft/mirtrans/, http://120.27.239.192/mirtrans",edu.cn,False,2.0,0.0,LOW
ACDC,acidb,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Amphibian Cytochrome-b Database for Curation,,,"http://AciDB.cl, http://gitlab.com/Hawkline451/acidb","acidb.cl, http:",False,2.0,0.0,LOW
CanDL,card,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Cancer Driver Log,,,http://card.mcmaster.ca,mcmaster.ca,False,2.0,0.0,LOW
CiteAb,cipemab,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Antibody Citation Database,,,http://www.citogenetica.ufes.br,ufes.br,False,2.0,0.0,LOW
PlanNET,planex,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Planarian Interactome Network,https://compgen.bio.ub.edu/PlanNET,ub.edu,http://planex.plantbioinformatics.org,plantbioinformatics.org,False,2.0,0.21,LOW
JED,jet2,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Japan Endoscopy Database,,,http://www.jet2viewer.upmc.fr,upmc.fr,False,2.0,0.0,LOW
ABCkb,abcmdb,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Aliment to Bodily Condition Knowledgebase,https://abckb.charlotte.edu,charlotte.edu,http://abcm2.hegelab.org,hegelab.org,False,2.0,0.33,LOW
IPSI,ipgb,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Italian Present-day Stress Indicators Database,,,http://www.igb.cnr.it/ipgb,cnr.it,False,2.0,0.0,LOW
THE-DB,thpdb,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Threading Model Database,,,http://crdd.osdd.net/raghava/thpdb,osdd.net,False,2.0,0.0,LOW
EpiK,epd,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Epidemiological Knowledge Base,,,http://epd.epfl.ch,epfl.ch,False,2.0,0.0,LOW
MAREA,mace,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Accelerometer-based Gait Event Database,,,http://mace.sookmyung.ac.kr,ac.kr,False,2.0,0.0,LOW
PGRx,pgdd,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Pharmacogenomics Research Network Database,,,http://chibba.agtec.uga.edu/duplication,uga.edu,False,2.0,0.0,LOW
GENSAT,genfam,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Gene Expression Nervous System Atlas Database,,,"http://mandadilab.webfactional.com/home/, http://mandadilab.webfactional.com/home/dload",webfactional.com,False,2.0,0.0,LOW
CELL5M,cellx,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Community Elevation and Land-use database for 5-minute grid cells,,,http://cellx.sourceforge.net,sourceforge.net,False,2.0,0.0,LOW
HASP,hand,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Hemagglutinin Structural Visualization Database,,,http://www.handdatabase.org,handdatabase.org,False,2.0,0.0,LOW
HADA,hand,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Hereditary Angioedema Database,,,http://www.handdatabase.org,handdatabase.org,False,2.0,0.0,LOW
PPNID,ppim,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Plant-Parasitic Nematode Identification Database,,,http://comp-sysbio.org/ppim,comp-sysbio.org,False,2.0,0.0,LOW
BIOPYDB,biopepdb,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Biochemical Pathway Database,,,http://bis.zju.edu.cn/biopepdbr,edu.cn,False,2.0,0.0,LOW
DREIMT,dream,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Drug Repositioning for Immunomodulation Therapy,http://www.dreimt.org,dreimt.org,http://bio-big-data.cn:8080/DREAM,bio-big-data.cn:8080,False,2.0,0.22,LOW
NaPLeS,naps,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Natural Products Likeness Scorer,,,http://naps.nencki.gov.pl,gov.pl,False,2.0,0.0,LOW
DALIA,daa,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Disease Alleles in Arab Population,,,http://ageing-map.org,ageing-map.org,False,2.0,0.0,LOW
AMASS,amadis,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Atomic Model and Structure Statistics Database,,,http://gift2disease.net/GIFTED,gift2disease.net,False,2.0,0.0,LOW
COSORE,core,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Continuous Soil Respiration Database,,,http://microbiome.osu.edu,osu.edu,False,2.0,0.0,LOW
CEED,cega,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Complex Emotion Expression Database,,,http://cega.ezlab.org,ezlab.org,False,2.0,0.0,LOW
DEST,deer,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Drosophila Evolution over Space and Time,,,http://bsb.kiz.ac.cn:90/DEER,ac.cn:90,False,2.0,0.0,LOW
HVPC,hvdb,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Human Virome Protein Cluster Database,,,http://hvdb.dqweilab-sjtu.com/index.php,dqweilab-sjtu.com,False,2.0,0.0,LOW
AACT,aair,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Aggregate Analysis of ClinicalTrials.gov,,,http://aair.cimed.ike.liu.se,liu.se,False,2.0,0.0,LOW
DARC,daa,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Database of Aligned Ribosomal Complexes,http://darcsite.genzentrum.lmu.de/darc/,lmu.de,http://ageing-map.org,ageing-map.org,False,2.0,0.22,LOW
BSMC,bsrd,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Bristol Sponge Microbiome Collection,,,http://kwanlab.bio.cuhk.edu.hk/BSRD,edu.hk,False,2.0,0.0,LOW
NeuroGT,neurogem,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Neurogenic Tagging Atlas,,,http://chibi.ubc.ca/neurogem,ubc.ca,False,2.0,0.0,LOW
TransPortal,transportdb,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Transporter Portal,,,http://www.membranetransport.org/transportDB2,membranetransport.org,False,2.0,0.0,LOW
IBP,ibin,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,India Biodiversity Portal,,,http://www.nabg-nbaii.res.in/barcode,res.in,False,2.0,0.0,LOW
Greengenes,graingenes,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Greengenes Taxonomy Database,,,"http://wheat.pw.usda.gov, http://graingenes.org","usda.gov, http:",False,2.0,0.0,LOW
READ DB,redidb,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,RNA Binding Protein Expression and Disease Dynamics Database,,,http://srv00.recas.ba.infn.it/redidb/index.html,infn.it,False,2.0,0.0,LOW
GCOD,gc4s,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,GeneChip Oncology Database,,,http://www.sing-group.org/gc4s,sing-group.org,False,2.0,0.0,LOW
TAED,tardb,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,The Adaptive Evolution Database,,,http://www.biosequencing.cn/TarDB,biosequencing.cn,False,2.0,0.0,LOW
MetaTREE,metaref,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Metabolic Tree Database,,,http://metaref.org,metaref.org,False,2.0,0.0,LOW
MALD,m6add,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Massive Auditory Lexical Decision Database,,,http://m6add.edbc.org,edbc.org,False,2.0,0.0,LOW
NoGO,norm,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Negative Gene Ontology Database,,,http://www.nirs.go.jp/db/anzendb/NORMDB/ENG/index.php,go.jp,False,2.0,0.0,LOW
IMSR,impc,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,International Mouse Strain Resource,,,http://www.mousephenotype.org,mousephenotype.org,False,2.0,0.0,LOW
SAliBASE,salmobase,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Simulated Alignment Database,,,http://www.salmobase.org,salmobase.org,False,2.0,0.0,LOW
JCGA,jcdb,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Japanese Cancer Genome Atlas,,,http://jcdb.xtbg.ac.cn,ac.cn,False,2.0,0.0,LOW
HARP,hand,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Hansen's Disease Resistance Pathway Database,https://harp-leprosy.org,harp-leprosy.org,http://www.handdatabase.org,handdatabase.org,False,2.0,0.44,LOW
HTAN,htd,edit_dist=2,N,0.5,Score=0.5: edit_dist=2,Human Tumor Atlas Network,,,http://htd.cbi.pku.edu.cn,edu.cn,False,2.0,0.0,LOW
