pmid,title,category,has_fulltext,fulltext_source,fulltext_length,urls_found,urls_count,best_url,best_url_score,best_url_title_match,best_url_matched_keywords,best_url_context,best_url_is_live,best_url_status,best_url_error,all_url_details
31474372,A Structure-Informed Atlas of Human-Virus Interactions.,ATLAS_NO_URL,False,,0,,0,,0.0,False,,,False,,,
34144929,A high-resolution cell atlas of the domestic pig lung and an online platform for exploring lung single-cell data.,ATLAS_NO_URL,False,,0,,0,,0.0,False,,,False,,,
33288755,Establishment of a morphological atlas of the Caenorhabditis elegans embryo using deep-learning-based 4D segmentation.,ATLAS_NO_URL,True,PMC,92049,https://svi.nl/HomePage,1,https://svi.nl/HomePage,0.0,False,,...e Scientific Volume Imaging (SVI) Huygens Suite ( https://svi.nl/HomePage ). Codes for C. elegans embryo segmentation and s...,True,200.0,,"[{""url"": ""https://svi.nl/HomePage"", ""score"": 0.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...e Scientific Volume Imaging (SVI) Huygens Suite ( https://svi.nl/HomePage ). Codes for C. elegans embryo segmentation and s...""}]"
24670764,A promoter-level mammalian expression atlas.,ATLAS_NO_URL,False,,0,,0,,0.0,False,,,False,,,
30857592,Functional proteomic atlas of HIV infection in primary human CD4+ T cells.,ATLAS_NO_URL,True,PMC,107081,http://proteomecentral.proteomexchange.org | http://amigo.geneontology.org/amigo | https://david.ncifcrf.gov/ | http://cytoscape.org/ | http://baderlab.org/Software/EnrichmentMap | http://bonsai.hgc.jp/~mdehoon/software/cluster/software.htm,6,http://proteomecentral.proteomexchange.org,23.0,False,,...er PXD012263 and 10.6019/PXD012263 (accessible at http://proteomecentral.proteomexchange.org ). For functional analysis of proteins significan...,True,200.0,,"[{""url"": ""http://proteomecentral.proteomexchange.org"", ""score"": 23.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...er PXD012263 and 10.6019/PXD012263 (accessible at http://proteomecentral.proteomexchange.org ). For functional analysis of proteins significan...""}, {""url"": ""http://amigo.geneontology.org/amigo"", ""score"": 13.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...retrieved from AmiGO 2 (accessed on 27/7/2018 at http://amigo.geneontology.org/amigo ) ( Carbon et al., 2009 ). To account for redunda...""}, {""url"": ""https://david.ncifcrf.gov/"", ""score"": 5.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...., 2009a ; Huang et al., 2009b ) RRID: SCR_001881 https://david.ncifcrf.gov/ Software, algorithm Cytoscape 3.6.1 ( Shannon et...""}, {""url"": ""http://cytoscape.org/"", ""score"": 5.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...e 3.6.1 ( Shannon et al., 2003 ) RRID: SCR_003032 http://cytoscape.org/ Software, algorithm Enrichment Map 3.1.0 Cystosca...""}, {""url"": ""http://baderlab.org/Software/EnrichmentMap"", ""score"": 5.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...e plugin ( Merico et al., 2010 ) RRID: SCR_016052 http://baderlab.org/Software/EnrichmentMap Software, algorithm Cluster 3.0 ( de Hoon et al.,...""}, {""url"": ""http://bonsai.hgc.jp/~mdehoon/software/cluster/software.htm"", ""score"": 0.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...ter 3.0 ( de Hoon et al., 2004 ) RRID: SCR_013505 http://bonsai.hgc.jp/~mdehoon/software/cluster/software.htm Software, algorithm Java TreeView 1.1.6r4 ( Salda...""}]"
33813032,A knowledge base of clinical trial eligibility criteria.,KB_NO_URL,False,,0,,0,,0.0,False,,,False,,,
26050794,A knowledge base for Vitis vinifera functional analysis.,KB_NO_URL,True,PMC,40326,http://www.genoscope.cns.fr/externe/GenomeBrowser/Vitis/ | https://urgi.versailles.inra.fr/Species/Vitis | http://alpha.dmi.unict.it/biowine/ | http://www.biomedcentral.com/bmcsystbiol/supplements/9/S3 | http://www.plantgdb.org/VvGDB/ | http://genomes.cribi.unipd.it/grape/ | http://www.cytoscape.org/,7,http://www.genoscope.cns.fr/externe/GenomeBrowser/Vitis/,58.0,True,vitis,...1 122 10.1186/1471-2164-13-122 22455456 Genoscope http://www.genoscope.cns.fr/externe/GenomeBrowser/Vitis/ Cribi http://genomes.cribi.unipd.it/grape/ Urgi h...,True,200.0,,"[{""url"": ""http://www.genoscope.cns.fr/externe/GenomeBrowser/Vitis/"", ""score"": 58.0, ""title_match"": true, ""matched_keywords"": ""vitis"", ""context"": ""...1 122 10.1186/1471-2164-13-122 22455456 Genoscope http://www.genoscope.cns.fr/externe/GenomeBrowser/Vitis/ Cribi http://genomes.cribi.unipd.it/grape/ Urgi h...""}, {""url"": ""https://urgi.versailles.inra.fr/Species/Vitis"", ""score"": 50.0, ""title_match"": true, ""matched_keywords"": ""vitis"", ""context"": "".../ Cribi http://genomes.cribi.unipd.it/grape/ Urgi https://urgi.versailles.inra.fr/Species/Vitis Wong DCJ Sweetman C Drew DP Ford CM VTCdb: a gene...""}, {""url"": ""http://alpha.dmi.unict.it/biowine/"", ""score"": 18.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...ate web-interface available at the following URL: http://alpha.dmi.unict.it/biowine/ . Construction and content Data source Vitis Vini...""}, {""url"": ""http://www.biomedcentral.com/bmcsystbiol/supplements/9/S3"", ""score"": 18.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...ontents of the supplement are available online at http://www.biomedcentral.com/bmcsystbiol/supplements/9/S3 . Mullins MG Bouquet A Williams LE Biology of the...""}, {""url"": ""http://www.plantgdb.org/VvGDB/"", ""score"": 16.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""..., was presented [ 7 ] and deposited in PlantGDB ( http://www.plantgdb.org/VvGDB/ ). The availability of the whole grapevine genome...""}, {""url"": ""http://genomes.cribi.unipd.it/grape/"", ""score"": 8.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...noscope.cns.fr/externe/GenomeBrowser/Vitis/ Cribi http://genomes.cribi.unipd.it/grape/ Urgi https://urgi.versailles.inra.fr/Species/Viti...""}, {""url"": ""http://www.cytoscape.org/"", ""score"": 5.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...f results . Cytoscape web network visualization ( http://www.cytoscape.org/ ) has been used to show the protein-protein inter...""}]"
27280867,A knowledge base for tracking the impact of genomics on population health.,KB_NO_URL,False,,0,,0,,0.0,False,,,False,,,
22110059,"pTransgenesis: a cross-species, modular transgenesis resource.",RESOURCE_NO_URL,False,,0,,0,,0.0,False,,,False,,,
32521246,iEcology: Harnessing Large Online Resources to Generate Ecological Insights.,RESOURCE_NO_URL,False,,0,,0,,0.0,False,,,False,,,
21627789,RAG: an update to the RNA-As-Graphs resource.,RESOURCE_NO_URL,True,PMC,51852,http://www.biomath.nyu.edu/rna/analysis/rna_matrix.php | http://www.biomath.nyu.edu/rna | http://rubin2.biomath.nyu.edu/ | http://www.r-project.org/,4,http://www.biomath.nyu.edu/rna/analysis/rna_matrix.php,73.0,True,rna,"...aphs without length limitations on our web server http://www.biomath.nyu.edu/rna/analysis/rna_matrix.php . For example, a set of long viral RNAs (~1000 nt...",False,,Timeout,"[{""url"": ""http://www.biomath.nyu.edu/rna/analysis/rna_matrix.php"", ""score"": 73.0, ""title_match"": true, ""matched_keywords"": ""rna"", ""context"": ""...aphs without length limitations on our web server http://www.biomath.nyu.edu/rna/analysis/rna_matrix.php . For example, a set of long viral RNAs (~1000 nt...""}, {""url"": ""http://www.biomath.nyu.edu/rna"", ""score"": 63.0, ""title_match"": true, ""matched_keywords"": ""rna"", ""context"": ""...ogies, including existing and hypothetical motifs http://www.biomath.nyu.edu/rna [ 1 , 2 ]. RAG's construction was motivated by th...""}, {""url"": ""http://rubin2.biomath.nyu.edu/"", ""score"": 23.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...ction in conjunction with our RAGPOOLS web server http://rubin2.biomath.nyu.edu/ to design new RNA pools with desired topologies [...""}, {""url"": ""http://www.r-project.org/"", ""score"": 5.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...rlag The R Project for Statistical Computing 2004 http://www.r-project.org/ Pasquali S Gan HH Schlick T Modular RNA architect...""}]"
33921243,Fungal Genomic Resources for Strain Identification and Diversity Analysis of 1900 Fungal Species.,RESOURCE_NO_URL,True,PMC,49309,http://webtom.cabgrid.res.in/fungsatdb/ | https://fungidb.org/fungidb/app | http://www.ncbi.nlm.nih.gov/genome/ | https://www.ncbi.nlm.nih.gov/genome/genomes/707 | http://www.ncbi.nlm.nih.gov/genome/genomes/707 | https://mlst.mycologylab.org/,6,http://webtom.cabgrid.res.in/fungsatdb/,18.0,False,,"...source: FungSatDB FungSatDB, freely accessible at http://webtom.cabgrid.res.in/fungsatdb/ (accessed on 22 March 2020) is an exclusive datab...",False,,"Connection error: HTTPConnectionPool(host='webtom.cabgrid.res.in', p","[{""url"": ""http://webtom.cabgrid.res.in/fungsatdb/"", ""score"": 18.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...source: FungSatDB FungSatDB, freely accessible at http://webtom.cabgrid.res.in/fungsatdb/ (accessed on 22 March 2020) is an exclusive datab...""}, {""url"": ""https://fungidb.org/fungidb/app"", ""score"": 16.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...DB, a Fungal and Oomycete Information Resources ( https://fungidb.org/fungidb/app (accessed on 15 October 2020)) also have the info...""}, {""url"": ""http://www.ncbi.nlm.nih.gov/genome/"", ""score"": 13.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...having more than 5000 fungal genome assemblies ( http://www.ncbi.nlm.nih.gov/genome/ (accessed on 15 October 2020)). Fungal assemblies...""}, {""url"": ""https://www.ncbi.nlm.nih.gov/genome/genomes/707"", ""score"": 13.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...rium oxysporum. A total of 66 genome assemblies ( https://www.ncbi.nlm.nih.gov/genome/genomes/707 (accessed on 15 October 2020)) of different isola...""}, {""url"": ""http://www.ncbi.nlm.nih.gov/genome/genomes/707"", ""score"": 13.0, ""title_match"": false, ""matched_keywords"": """", ""context"": """"}, {""url"": ""https://mlst.mycologylab.org/"", ""score"": 5.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...e developed in consortium for 10 fungal species ( https://mlst.mycologylab.org/ (accessed on 15 October 2020)) and FungiDB, a Fun...""}]"
30269990,An Open Resource for Non-human Primate Imaging.,RESOURCE_NO_URL,True,PMC,59268,http://www.primatebrainbank.org/ | http://fcon_1000.projects.nitrc.org/indi/indiPRIME.html | https://creativecommons.org/licenses/by-nc-sa/4.0/ | https://creativecommons.org/licenses/by/4.0/ | https://afni.nimh.nih.gov/pub/dist/atlases/macaque | https://afni.nimh.nih.gov/NMT | http://preprocessed-connectomes-project.org/quality-assessment-protocol/ | https://fsl.fmrib.ox.ac.uk/fsl/fslwiki | https://afni.nimh.nih.gov/ | https://surfer.nmr.mgh.harvard.edu/ | http://preprocessed-connectomes-project.org/quality-assessment-protocol/index.html | http://stnava.github.io/ANTs/,12,http://www.primatebrainbank.org/,55.0,True,primate,...nstitute of Neuroscience Primate Brain Bank (PBB; http://www.primatebrainbank.org/ ). No individuals were sacrificed for PBB brain i...,True,200.0,,"[{""url"": ""http://www.primatebrainbank.org/"", ""score"": 55.0, ""title_match"": true, ""matched_keywords"": ""primate"", ""context"": ""...nstitute of Neuroscience Primate Brain Bank (PBB; http://www.primatebrainbank.org/ ). No individuals were sacrificed for PBB brain i...""}, {""url"": ""http://fcon_1000.projects.nitrc.org/indi/indiPRIME.html"", ""score"": 15.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...asets can be accessed through the PRIME-DE site ( http://fcon_1000.projects.nitrc.org/indi/indiPRIME.html ). Prior to downloading the data, users are requi...""}, {""url"": ""https://creativecommons.org/licenses/by-nc-sa/4.0/"", ""score"": 5.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...bution-Non-Commercial Share Alike (CC-BY-NC-SA) ( https://creativecommons.org/licenses/by-nc-sa/4.0/ ). Standard INDI data sharing policy. Prohibits u...""}, {""url"": ""https://creativecommons.org/licenses/by/4.0/"", ""score"": 5.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...ses. (2) Creative Commons \u2013 Attribution (CC-BY) ( https://creativecommons.org/licenses/by/4.0/ ). Least restrictive data sharing policy. (3) Cus...""}, {""url"": ""https://afni.nimh.nih.gov/pub/dist/atlases/macaque"", ""score"": 5.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...e available for the single-subject D99 template ( https://afni.nimh.nih.gov/pub/dist/atlases/macaque ) and the recently published National Institute o...""}, {""url"": ""https://afni.nimh.nih.gov/NMT"", ""score"": 5.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...h Macaque Template (NMT; Seidlitz et\u00a0al., 2018b ; https://afni.nimh.nih.gov/NMT ). The NMT is a high-resolution (0.25\u00a0mm isotropi...""}, {""url"": ""http://preprocessed-connectomes-project.org/quality-assessment-protocol/"", ""score"": 5.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...t Quality Assurance Protocol Shehzad et\u00a0al., 2015 http://preprocessed-connectomes-project.org/quality-assessment-protocol/ FSL Smith et al., 2004 https://fsl.fmrib.ox.ac.uk...""}, {""url"": ""https://fsl.fmrib.ox.ac.uk/fsl/fslwiki"", ""score"": 5.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...ality-assessment-protocol/ FSL Smith et al., 2004 https://fsl.fmrib.ox.ac.uk/fsl/fslwiki ; RRID: SCR_002823 AFNI Cox, 1996 https://afni.ni...""}, {""url"": ""https://afni.nimh.nih.gov/"", ""score"": 5.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...e available for the single-subject D99 template ( https://afni.nimh.nih.gov/pub/dist/atlases/macaque ) and the recently publis...""}, {""url"": ""https://surfer.nmr.mgh.harvard.edu/"", ""score"": 5.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...h.gov/ ; RRID: SCR_005927 FreeSurfer Fischl, 2012 https://surfer.nmr.mgh.harvard.edu/ ; RRID: SCR_001847 ANTs Avants et al., 2011 http:...""}]"
30545857,Comprehensive functional genomic resource and integrative model for the human brain.,RESOURCE_NO_URL,False,,0,,0,,0.0,False,,,False,,,
22211970,A knockout mouse resource for the biomedical research community.,RESOURCE_NO_URL,False,,0,,0,,0.0,False,,,False,,,
30894373,An Interactive Resource to Probe Genetic Diversity and Estimated Ancestry in Cancer Cell Lines.,RESOURCE_NO_URL,False,,0,,0,,0.0,False,,,False,,,
27193236,A curated and standardized adverse drug event resource to accelerate drug safety research.,RESOURCE_NO_URL,True,PMC,41310,http://www.healthdata.gov | http://www.apache.org/licenses/ | http://www.ohdsi.org/web/athena/ | http://www.hcup-us.ahrq.gov/reports/statbriefs/sb109.pdf | http://goo.gl/9Lcc65 | http://www.adverahealth.com | http://www.druglogic.com | http://www.fdable.com/information/faq | http://www.oracle.com/us/products/applications/health-sciences/pharmacovigilance/index.html | http://www.ubc.com/services/safety/risk-management-pharmacovigilance,10,http://www.healthdata.gov,16.0,False,,,True,200.0,,"[{""url"": ""http://www.healthdata.gov"", ""score"": 16.0, ""title_match"": false, ""matched_keywords"": """", ""context"": """"}, {""url"": ""http://www.apache.org/licenses/"", ""score"": 15.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...available under the terms of the Apache License ( http://www.apache.org/licenses/ ). This code was developed and tested using: OHDS...""}, {""url"": ""http://www.ohdsi.org/web/athena/"", ""score"": 5.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...ped and tested using: OHDSI standard vocabulary ( http://www.ohdsi.org/web/athena/ ) version v5.0 08-JUN-15, which includes: RxNorm...""}, {""url"": ""http://www.hcup-us.ahrq.gov/reports/statbriefs/sb109.pdf"", ""score"": 5.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...hcare Research and Quality, Rockville, MD, USA) . http://www.hcup-us.ahrq.gov/reports/statbriefs/sb109.pdf ( April 2011 ). Haerian K. et al. Detection of Ph...""}, {""url"": ""http://goo.gl/9Lcc65"", ""score"": 0.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...e as a quarterly downloads on the FDA\u2019s website ( http://goo.gl/9Lcc65 ), two formats: Extensible Markup Language (XML)...""}, {""url"": ""http://www.adverahealth.com"", ""score"": 0.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...\u2013 i80 ( 2011 ). 21946238 Advera Health Analytics. http://www.adverahealth.com ( 2016 ). DrugLogic - Your Partner in Risk Manage...""}, {""url"": ""http://www.druglogic.com"", ""score"": 0.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...6 ). DrugLogic - Your Partner in Risk Management. http://www.druglogic.com ( 2014 ). FDAble - Frequently Asked Questions. ht...""}, {""url"": ""http://www.fdable.com/information/faq"", ""score"": 0.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...om ( 2014 ). FDAble - Frequently Asked Questions. http://www.fdable.com/information/faq ( 2016 ). Oracle Health Sciences Pharmacovigilanc...""}, {""url"": ""http://www.oracle.com/us/products/applications/health-sciences/pharmacovigilance/index.html"", ""score"": 0.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...Pharmacovigilance and Risk Management Solutions. http://www.oracle.com/us/products/applications/health-sciences/pharmacovigilance/index.html ( 2016 ). UBC - Risk Management & Pharmacovigilan...""}, {""url"": ""http://www.ubc.com/services/safety/risk-management-pharmacovigilance"", ""score"": 0.0, ""title_match"": false, ""matched_keywords"": """", ""context"": ""...016 ). UBC - Risk Management & Pharmacovigilance. http://www.ubc.com/services/safety/risk-management-pharmacovigilance ( 2016 ). Hripcsak G. et al. Observational Health...""}]"
